Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
nissan,altima,2014,48624,196558,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2014 nissan altima with Leather seats, Navigation system, Rear camera, Adaptive cruise control. Condition: No damage."
mercedes-benz,s-class,2022,30177,200644,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2022 mercedes-benz s-class with Rear camera, Sunroof, Adaptive cruise control. Condition: Dented door."
mercedes-benz,c-class,2009,23453,202661,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2009 mercedes-benz c-class with Rear camera, Adaptive cruise control. Condition: Minor scratches."
bmw,7-series,2013,165095,20272,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2013 bmw 7-series with Adaptive cruise control, Navigation system, Leather seats. Condition: Repainted bumper."
toyota,corolla,2021,86723,215668,Sedan,4,Automatic Transmission,Hybrid,Blue, Dubai,"2021 toyota corolla with Bluetooth, Rear camera. Condition: Engine repaired."
mercedes-benz,c-class,2024,205117,27651,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2024 mercedes-benz c-class with Rear camera, Navigation system. Condition: Minor scratches."
mitsubishi,montero,2023,94331,277729,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2023 mitsubishi montero with Navigation system, Leather seats, Sunroof, Rear camera. Condition: Dented door."
gmc,terrain,2021,22749,248171,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 gmc terrain with Adaptive cruise control, Rear camera. Condition: Accident history."
toyota,land-cruiser,2024,179734,162889,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2024 toyota land-cruiser with Navigation system, Bluetooth. Condition: Repainted bumper."
porsche,panamera,2022,78419,223320,Sedan,8,Automatic Transmission,Gasoline,White, Sharjah,"2022 porsche panamera with Navigation system, Sunroof, Bluetooth. Condition: No damage."
mercedes-benz,a-class,2019,197828,255302,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2019 mercedes-benz a-class with Leather seats, Adaptive cruise control, Navigation system, Bluetooth. Condition: Minor scratches."
ford,bronco,2015,283924,109998,Hard Top Convertible,6,Automatic Transmission,Gasoline,Grey, Dubai,"2015 ford bronco with Adaptive cruise control, Rear camera, Leather seats, Navigation system. Condition: Dented door."
bmw,8-series,2009,466930,27396,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2009 bmw 8-series with Adaptive cruise control, Rear camera. Condition: No damage."
ford,pickup,2008,114317,38205,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai,"2008 ford pickup with Navigation system, Leather seats. Condition: Repainted bumper."
lamborghini,urus,2017,1306402,127777,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2017 lamborghini urus with Bluetooth, Rear camera. Condition: Engine repaired."
lexus,rx-series,2019,161492,56922,SUV,6,Automatic Transmission,Hybrid,Black, Dubai,"2019 lexus rx-series with Bluetooth, Adaptive cruise control, Leather seats, Rear camera. Condition: Dented door."
lincoln,mkx,2016,92222,220475,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2016 lincoln mkx with Navigation system, Adaptive cruise control. Condition: Repainted bumper."
nissan,xterra,2010,23434,111515,SUV,6,Automatic Transmission,Gasoline,Yellow, Dubai,"2010 nissan xterra with Adaptive cruise control, Bluetooth. Condition: Minor scratches."
mercedes-benz,cls-class,2023,230613,28915,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz cls-class with Adaptive cruise control, Sunroof, Bluetooth. Condition: Minor scratches."
mercedes-benz,e-class,2018,322489,11881,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2018 mercedes-benz e-class with Adaptive cruise control, Navigation system, Leather seats. Condition: Repainted bumper."
nissan,patrol,2019,69514,115809,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2019 nissan patrol with Adaptive cruise control, Leather seats, Sunroof. Condition: Accident history."
hyundai,santa-fe,2009,89083,27772,SUV,4,Automatic Transmission,Gasoline,Grey, Ajman,"2009 hyundai santa-fe with Leather seats, Sunroof. Condition: Minor scratches."
toyota,land-cruiser,2009,157787,188085,SUV,6,Automatic Transmission,Gasoline,White,Ajman,"2009 toyota land-cruiser with Adaptive cruise control, Navigation system, Leather seats, Sunroof. Condition: Dented door."
nissan,van,2010,45983,282540,Van,6,Manual Transmission,Gasoline,White, Sharjah,"2010 nissan van with Adaptive cruise control, Bluetooth. Condition: No damage."
audi,a8,2020,79644,60778,Sedan,8,Automatic Transmission,Gasoline,Gold, Dubai,"2020 audi a8 with Rear camera, Bluetooth, Adaptive cruise control. Condition: Dented door."
cadillac,escalade,2024,399790,54927,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2024 cadillac escalade with Leather seats, Sunroof. Condition: No damage."
mercedes-benz,e-class,2015,56385,133652,Coupe,6,Automatic Transmission,Gasoline,White, Ajman,"2015 mercedes-benz e-class with Navigation system, Bluetooth, Leather seats, Sunroof. Condition: No damage."
mercedes-benz,cls-class,2006,357326,194030,Coupe,4,Automatic Transmission,Gasoline,Black, Dubai,"2006 mercedes-benz cls-class with Rear camera, Leather seats, Sunroof. Condition: Engine repaired."
other-make,heavy-vehicles,2018,182344,187706,Other,4,Manual Transmission,Gasoline,Yellow, Dubai,"2018 other-make heavy-vehicles with Sunroof, Bluetooth, Navigation system. Condition: Repainted bumper."
hyundai,sonata,2008,35161,28774,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2008 hyundai sonata with Bluetooth, Adaptive cruise control, Sunroof, Leather seats. Condition: Minor scratches."
mercedes-benz,cls-class,2023,21251,155226,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai,"2023 mercedes-benz cls-class with Sunroof, Bluetooth, Rear camera. Condition: No damage."
nissan,patrol,2005,140193,266145,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2005 nissan patrol with Sunroof, Rear camera, Adaptive cruise control. Condition: Repainted bumper."
mercedes-benz,g-class,2005,1127608,82245,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2005 mercedes-benz g-class with Rear camera, Sunroof, Bluetooth. Condition: No damage."
nissan,patrol,2007,94957,90720,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2007 nissan patrol with Bluetooth, Rear camera, Leather seats. Condition: Repainted bumper."
mercedes-benz,g-class,2014,872005,217884,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2014 mercedes-benz g-class with Leather seats, Adaptive cruise control. Condition: Dented door."
mercedes-benz,gle-class,2012,68081,136007,Other,6,Automatic Transmission,Gasoline,Black, Dubai,"2012 mercedes-benz gle-class with Leather seats, Adaptive cruise control. Condition: Repainted bumper."
kia,cerato,2015,70648,147496,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2015 kia cerato with Bluetooth, Sunroof. Condition: Engine repaired."
mercedes-benz,s-class,2015,174081,209784,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2015 mercedes-benz s-class with Bluetooth, Sunroof, Navigation system, Rear camera. Condition: No damage."
land-rover,defender,2011,365330,23034,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2011 land-rover defender with Navigation system, Bluetooth, Adaptive cruise control, Sunroof. Condition: Repainted bumper."
mercedes-benz,m-class,2009,83080,27459,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2009 mercedes-benz m-class with Adaptive cruise control, Sunroof, Navigation system, Bluetooth. Condition: Engine repaired."
toyota,hilux,2016,136679,160982,Pick Up Truck,4,Manual Transmission,Diesel,Black, Dubai,"2016 toyota hilux with Navigation system, Leather seats, Bluetooth, Adaptive cruise control. Condition: No damage."
infiniti,qx70,2015,79530,288916,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2015 infiniti qx70 with Leather seats, Sunroof, Bluetooth, Adaptive cruise control. Condition: Engine repaired."
bmw,3-series,2023,73927,97800,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2023 bmw 3-series with Bluetooth, Rear camera, Leather seats, Adaptive cruise control. Condition: Repainted bumper."
land-rover,range-rover,2005,229447,90174,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2005 land-rover range-rover with Bluetooth, Rear camera, Navigation system. Condition: Minor scratches."
lexus,lx600,2016,732378,74917,SUV,6,Automatic Transmission,Gasoline,Other Color, Sharjah,"2016 lexus lx600 with Rear camera, Navigation system. Condition: No damage."
toyota,sequoia,2009,32207,64323,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2009 toyota sequoia with Adaptive cruise control, Leather seats, Sunroof, Navigation system. Condition: Engine repaired."
bmw,x5,2005,93330,32443,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2005 bmw x5 with Leather seats, Sunroof. Condition: Minor scratches."
porsche,cayman,2006,393524,199738,Sports Car,6,Manual Transmission,Gasoline,Grey, Dubai,"2006 porsche cayman with Sunroof, Leather seats, Bluetooth, Adaptive cruise control. Condition: Accident history."
bentley,continental,2009,410499,137720,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2009 bentley continental with Rear camera, Navigation system, Adaptive cruise control, Sunroof. Condition: Accident history."
mercedes-benz,g-class,2005,1759146,190609,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2005 mercedes-benz g-class with Sunroof, Navigation system, Bluetooth. Condition: Accident history."
mercedes-benz,g-class,2009,393862,13139,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai,"2009 mercedes-benz g-class with Adaptive cruise control, Navigation system, Rear camera, Leather seats. Condition: Accident history."
gmc,sierra,2020,37445,224538,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 gmc sierra with Rear camera, Adaptive cruise control. Condition: Repainted bumper."
land-rover,range-rover-sport,2010,67739,165710,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2010 land-rover range-rover-sport with Adaptive cruise control, Rear camera. Condition: Accident history."
cadillac,escalade,2022,246313,68074,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 cadillac escalade with Navigation system, Sunroof, Leather seats. Condition: No damage."
cadillac,srx,2023,28898,95047,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2023 cadillac srx with Rear camera, Navigation system, Bluetooth, Leather seats. Condition: Engine repaired."
toyota,prado,2019,145786,76610,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2019 toyota prado with Navigation system, Bluetooth. Condition: No damage."
toyota,land-cruiser,2008,293338,68254,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2008 toyota land-cruiser with Adaptive cruise control, Leather seats, Navigation system, Bluetooth. Condition: Accident history."
mercedes-benz,e-class,2021,205110,213827,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2021 mercedes-benz e-class with Bluetooth, Navigation system, Adaptive cruise control. Condition: Engine repaired."
nissan,patrol,2013,78460,36478,SUV,8,Automatic Transmission,Gasoline,White, Al Ain,"2013 nissan patrol with Rear camera, Leather seats, Sunroof, Navigation system. Condition: Engine repaired."
nissan,sunny,2012,35999,168209,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2012 nissan sunny with Leather seats, Rear camera. Condition: No damage."
nissan,patrol,2013,51775,98645,SUV,6,Manual Transmission,Gasoline,Gold, Dubai,"2013 nissan patrol with Navigation system, Leather seats, Adaptive cruise control, Sunroof. Condition: Repainted bumper."
ford,mustang,2012,50117,260470,Soft Top Convertible,4,Automatic Transmission,Gasoline,White, Dubai,"2012 ford mustang with Leather seats, Sunroof, Bluetooth, Navigation system. Condition: Minor scratches."
lexus,rx-series,2019,173341,184215,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2019 lexus rx-series with Adaptive cruise control, Sunroof. Condition: No damage."
nissan,patrol,2021,143403,36279,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 nissan patrol with Adaptive cruise control, Leather seats. Condition: Repainted bumper."
mercedes-benz,c-class,2018,221358,204320,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2018 mercedes-benz c-class with Sunroof, Navigation system. Condition: No damage."
rolls-royce,cullinan,2023,3145999,240237,SUV,12,Automatic Transmission,Gasoline,White, Dubai,"2023 rolls-royce cullinan with Sunroof, Rear camera, Adaptive cruise control, Navigation system. Condition: Accident history."
honda,accord,2019,20848,62239,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2019 honda accord with Sunroof, Rear camera, Navigation system, Adaptive cruise control. Condition: Repainted bumper."
dodge,ram,2006,147539,85098,Other,6,Automatic Transmission,Gasoline,Black, Sharjah,"2006 dodge ram with Bluetooth, Sunroof. Condition: Minor scratches."
ford,mustang,2006,108383,148705,Sports Car,8,Manual Transmission,Gasoline,Red, Sharjah,"2006 ford mustang with Navigation system, Adaptive cruise control. Condition: Minor scratches."
bmw,7-series,2021,71761,271919,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai,"2021 bmw 7-series with Navigation system, Rear camera, Leather seats. Condition: Dented door."
mercedes-benz,s-class,2010,179884,136284,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2010 mercedes-benz s-class with Rear camera, Leather seats. Condition: Dented door."
land-rover,range-rover-sport,2017,526376,131683,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2017 land-rover range-rover-sport with Navigation system, Bluetooth. Condition: Engine repaired."
bmw,1-series,2013,72589,288789,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2013 bmw 1-series with Navigation system, Leather seats, Sunroof. Condition: Repainted bumper."
jeep,cherokee,2011,22690,223769,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2011 jeep cherokee with Bluetooth, Sunroof, Rear camera, Leather seats. Condition: Dented door."
ford,mustang,2010,51037,26886,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2010 ford mustang with Navigation system, Sunroof, Bluetooth. Condition: Repainted bumper."
nissan,patrol,2022,235795,15719,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2022 nissan patrol with Rear camera, Leather seats, Sunroof. Condition: Repainted bumper."
mini,cooper,2018,120713,112315,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai,"2018 mini cooper with Navigation system, Leather seats, Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
audi,rs6,2013,788804,225258,Coupe,8,Automatic Transmission,Gasoline,Grey, Dubai,"2013 audi rs6 with Sunroof, Bluetooth, Navigation system, Rear camera. Condition: Accident history."
nissan,murano,2010,11968,35111,SUV,6,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2010 nissan murano with Rear camera, Navigation system, Sunroof. Condition: Engine repaired."
nissan,maxima,2024,57794,22771,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2024 nissan maxima with Rear camera, Leather seats, Bluetooth, Sunroof. Condition: Dented door."
chevrolet,suburban,2012,183793,215007,SUV,Unknown,Automatic Transmission,Gasoline,White, Dubai,"2012 chevrolet suburban with Bluetooth, Leather seats. Condition: Dented door."
ford,focus,2019,19630,208025,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2019 ford focus with Navigation system, Adaptive cruise control, Leather seats. Condition: No damage."
jeep,wrangler,2024,106523,69067,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2024 jeep wrangler with Rear camera, Bluetooth, Leather seats, Sunroof. Condition: Dented door."
lincoln,nautilus,2010,170269,83811,SUV,Unknown,Automatic Transmission,Gasoline,Grey, Dubai,"2010 lincoln nautilus with Navigation system, Bluetooth. Condition: No damage."
rolls-royce,cullinan,2015,2412691,209688,SUV,12,Automatic Transmission,Gasoline,Black, Dubai,"2015 rolls-royce cullinan with Sunroof, Navigation system, Adaptive cruise control, Bluetooth. Condition: No damage."
nissan,x-trail,2005,88256,125956,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2005 nissan x-trail with Bluetooth, Rear camera, Navigation system, Sunroof. Condition: No damage."
audi,rs6,2023,885726,41998,Wagon,8,Automatic Transmission,Gasoline,Green, Dubai,"2023 audi rs6 with Bluetooth, Navigation system. Condition: Accident history."
bmw,m2,2009,116359,217343,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai,"2009 bmw m2 with Rear camera, Leather seats. Condition: Minor scratches."
